Age,Height,Weight,Body_Type,Index,Shape
46,160,85,Mesomorph,1,athletic
26,184,80,Mesomorph,1,athletic
30,161,87,Mesomorph,1,athletic
23,189,95,Mesomorph,1,athletic
23,162,99,Mesomorph,1,athletic
37,180,61,Mesomorph,1,athletic
69,184,68,Mesomorph,1,athletic
70,179,82,Mesomorph,1,athletic
20,181,74,Mesomorph,1,athletic
34,180,72,Mesomorph,1,athletic
66,192,82,Mesomorph,1,athletic
29,197,76,Mesomorph,1,athletic
65,174,61,Mesomorph,1,athletic
64,174,79,Mesomorph,1,athletic
62,184,79,Mesomorph,1,athletic
72,180,62,Mesomorph,1,athletic
18,183,71,Mesomorph,1,athletic
34,164,99,Mesomorph,1,athletic
20,165,61,Mesomorph,1,athletic
43,182,95,Mesomorph,1,athletic
32,163,73,Mesomorph,1,athletic
53,186,75,Mesomorph,1,athletic
49,177,78,Mesomorph,1,athletic
49,180,93,Mesomorph,1,athletic
21,187,65,Mesomorph,1,athletic
35,194,72,Mesomorph,1,athletic
66,181,95,Mesomorph,1,athletic
36,199,81,Mesomorph,1,athletic
60,182,77,Mesomorph,1,athletic
69,162,71,Mesomorph,1,athletic
52,199,89,Mesomorph,1,athletic
57,169,99,Mesomorph,1,athletic
31,184,66,Mesomorph,1,athletic
75,167,91,Mesomorph,1,athletic
50,170,78,Mesomorph,1,athletic
31,164,65,Mesomorph,1,athletic
51,196,79,Mesomorph,1,athletic
78,197,86,Mesomorph,1,athletic
72,188,96,Mesomorph,1,athletic
21,164,66,Mesomorph,1,athletic
41,168,64,Mesomorph,1,athletic
76,161,70,Mesomorph,1,athletic
46,160,74,Mesomorph,1,athletic
36,199,62,Mesomorph,1,athletic
23,189,64,Mesomorph,1,athletic
74,170,82,Mesomorph,1,athletic
50,187,96,Mesomorph,1,athletic
66,171,68,Mesomorph,1,athletic
57,198,74,Mesomorph,1,athletic
36,185,62,Mesomorph,1,athletic
70,172,88,Mesomorph,1,athletic
18,167,65,Mesomorph,1,athletic
22,187,76,Mesomorph,1,athletic
44,189,85,Mesomorph,1,athletic
33,168,80,Mesomorph,1,athletic
23,198,67,Mesomorph,1,athletic
57,190,80,Mesomorph,1,athletic
30,180,70,Mesomorph,1,athletic
65,193,97,Mesomorph,1,athletic
79,190,67,Mesomorph,1,athletic
52,184,83,Mesomorph,1,athletic
36,171,94,Mesomorph,1,athletic
29,160,73,Mesomorph,1,athletic
33,181,73,Mesomorph,1,athletic
76,199,69,Mesomorph,1,athletic
60,196,71,Mesomorph,1,athletic
27,160,97,Mesomorph,1,athletic
42,160,93,Mesomorph,1,athletic
37,180,69,Mesomorph,1,athletic
48,174,76,Mesomorph,1,athletic
21,176,76,Mesomorph,1,athletic
61,181,62,Mesomorph,1,athletic
40,197,90,Mesomorph,1,athletic
19,194,60,Mesomorph,1,athletic
73,175,71,Mesomorph,1,athletic
39,167,98,Mesomorph,1,athletic
68,176,63,Mesomorph,1,athletic
74,176,72,Mesomorph,1,athletic
54,185,93,Mesomorph,1,athletic
25,172,80,Mesomorph,1,athletic
24,176,81,Mesomorph,1,athletic
31,197,63,Mesomorph,1,athletic
73,176,77,Mesomorph,1,athletic
72,173,64,Mesomorph,1,athletic
20,165,78,Mesomorph,1,athletic
67,194,61,Mesomorph,1,athletic
33,173,71,Mesomorph,1,athletic
72,167,76,Mesomorph,1,athletic
36,174,69,Mesomorph,1,athletic
68,186,93,Mesomorph,1,athletic
35,172,65,Mesomorph,1,athletic
69,190,67,Mesomorph,1,athletic
33,194,70,Mesomorph,1,athletic
25,165,71,Mesomorph,1,athletic
77,164,68,Mesomorph,1,athletic
50,181,61,Mesomorph,1,athletic
66,182,67,Mesomorph,1,athletic
29,184,70,Mesomorph,1,athletic
79,193,95,Mesomorph,1,athletic
70,185,69,Mesomorph,1,athletic
28,164,80,Mesomorph,1,athletic
22,185,79,Mesomorph,1,athletic
44,179,67,Mesomorph,1,athletic
29,165,95,Mesomorph,1,athletic
34,165,88,Mesomorph,1,athletic
23,177,71,Mesomorph,1,athletic
50,163,73,Mesomorph,1,athletic
22,176,80,Mesomorph,1,athletic
74,173,81,Mesomorph,1,athletic
45,173,80,Mesomorph,1,athletic
31,172,89,Mesomorph,1,athletic
22,166,98,Mesomorph,1,athletic
71,174,79,Mesomorph,1,athletic
73,178,83,Mesomorph,1,athletic
76,194,82,Mesomorph,1,athletic
50,176,66,Mesomorph,1,athletic
79,194,68,Mesomorph,1,athletic
67,178,60,Mesomorph,1,athletic
65,179,85,Mesomorph,1,athletic
58,195,97,Mesomorph,1,athletic
36,194,97,Mesomorph,1,athletic
39,191,81,Mesomorph,1,athletic
22,199,69,Mesomorph,1,athletic
76,183,65,Mesomorph,1,athletic
19,176,76,Mesomorph,1,athletic
47,166,97,Mesomorph,1,athletic
64,160,83,Mesomorph,1,athletic
56,194,69,Mesomorph,1,athletic
21,191,67,Mesomorph,1,athletic
50,195,80,Mesomorph,1,athletic
30,172,65,Mesomorph,1,athletic
37,165,80,Mesomorph,1,athletic
71,173,98,Mesomorph,1,athletic
24,196,83,Mesomorph,1,athletic
32,174,92,Mesomorph,1,athletic
40,163,77,Mesomorph,1,athletic
31,199,87,Mesomorph,1,athletic
40,175,91,Mesomorph,1,athletic
36,187,71,Mesomorph,1,athletic
71,175,86,Mesomorph,1,athletic
46,163,69,Mesomorph,1,athletic
73,185,91,Mesomorph,1,athletic
37,187,85,Mesomorph,1,athletic
46,191,84,Mesomorph,1,athletic
41,161,70,Mesomorph,1,athletic
35,190,82,Mesomorph,1,athletic
27,162,93,Mesomorph,1,athletic
58,167,99,Mesomorph,1,athletic
74,183,82,Mesomorph,1,athletic
25,174,88,Mesomorph,1,athletic
43,190,90,Mesomorph,1,athletic
79,168,66,Mesomorph,1,athletic
46,198,99,Mesomorph,1,athletic
27,161,92,Mesomorph,1,athletic
34,167,80,Mesomorph,1,athletic
19,166,61,Mesomorph,1,athletic
23,198,77,Mesomorph,1,athletic
75,175,92,Mesomorph,1,athletic
22,194,96,Mesomorph,1,athletic
45,189,93,Mesomorph,1,athletic
79,169,79,Mesomorph,1,athletic
58,197,94,Mesomorph,1,athletic
22,177,77,Mesomorph,1,athletic
35,164,83,Mesomorph,1,athletic
43,188,67,Mesomorph,1,athletic
37,198,89,Mesomorph,1,athletic
58,193,69,Mesomorph,1,athletic
66,182,82,Mesomorph,1,athletic
44,164,70,Mesomorph,1,athletic
66,189,61,Mesomorph,1,athletic
29,165,85,Mesomorph,1,athletic
24,163,95,Mesomorph,1,athletic
76,188,92,Mesomorph,1,athletic
20,182,72,Mesomorph,1,athletic
27,165,99,Mesomorph,1,athletic
51,191,84,Mesomorph,1,athletic
42,177,63,Mesomorph,1,athletic
52,174,78,Mesomorph,1,athletic
33,199,77,Mesomorph,1,athletic
19,191,96,Mesomorph,1,athletic
77,168,89,Mesomorph,1,athletic
41,196,78,Mesomorph,1,athletic
27,169,82,Mesomorph,1,athletic
55,179,75,Mesomorph,1,athletic
39,165,60,Mesomorph,1,athletic
43,162,71,Mesomorph,1,athletic
60,170,83,Mesomorph,1,athletic
72,176,93,Mesomorph,1,athletic
56,191,67,Mesomorph,1,athletic
44,163,77,Mesomorph,1,athletic
46,163,64,Mesomorph,1,athletic
64,176,85,Mesomorph,1,athletic
55,178,89,Mesomorph,1,athletic
37,164,72,Mesomorph,1,athletic
44,191,78,Mesomorph,1,athletic
58,181,88,Mesomorph,1,athletic
71,165,62,Mesomorph,1,athletic
37,194,85,Mesomorph,1,athletic
61,181,99,Mesomorph,1,athletic
36,160,71,Mesomorph,1,athletic
37,179,61,Mesomorph,1,athletic
52,181,70,Mesomorph,1,athletic
64,170,87,Mesomorph,1,athletic
19,172,77,Mesomorph,1,athletic
47,162,72,Mesomorph,1,athletic
70,168,96,Mesomorph,1,athletic
51,171,81,Mesomorph,1,athletic
39,182,71,Mesomorph,1,athletic
20,173,61,Mesomorph,1,athletic
23,192,96,Mesomorph,1,athletic
32,177,66,Mesomorph,1,athletic
44,168,85,Mesomorph,1,athletic
27,182,85,Mesomorph,1,athletic
26,169,83,Mesomorph,1,athletic
50,178,71,Mesomorph,1,athletic
49,164,75,Mesomorph,1,athletic
65,182,82,Mesomorph,1,athletic
23,189,99,Mesomorph,1,athletic
58,184,68,Mesomorph,1,athletic
76,187,91,Mesomorph,1,athletic
53,193,74,Mesomorph,1,athletic
76,184,96,Mesomorph,1,athletic
77,169,72,Mesomorph,1,athletic
19,173,64,Mesomorph,1,athletic
46,189,70,Mesomorph,1,athletic
21,184,69,Mesomorph,1,athletic
18,173,72,Mesomorph,1,athletic
36,194,74,Mesomorph,1,athletic
43,193,66,Mesomorph,1,athletic
42,169,99,Mesomorph,1,athletic
27,194,87,Mesomorph,1,athletic
70,170,91,Mesomorph,1,athletic
32,170,94,Mesomorph,1,athletic
76,180,74,Mesomorph,1,athletic
39,180,95,Mesomorph,1,athletic
68,181,80,Mesomorph,1,athletic
65,166,65,Mesomorph,1,athletic
38,176,60,Mesomorph,1,athletic
76,161,63,Mesomorph,1,athletic
73,171,70,Mesomorph,1,athletic
39,177,85,Mesomorph,1,athletic
53,170,96,Mesomorph,1,athletic
51,175,82,Mesomorph,1,athletic
47,177,88,Mesomorph,1,athletic
42,194,80,Mesomorph,1,athletic
62,185,86,Mesomorph,1,athletic
45,175,98,Mesomorph,1,athletic
18,165,99,Mesomorph,1,athletic
66,171,72,Mesomorph,1,athletic
62,172,82,Mesomorph,1,athletic
21,163,75,Mesomorph,1,athletic
24,198,89,Mesomorph,1,athletic
66,161,63,Mesomorph,1,athletic
26,185,99,Mesomorph,1,athletic
53,186,75,Mesomorph,1,athletic
36,186,90,Mesomorph,1,athletic
18,174,84,Mesomorph,1,athletic
27,167,71,Mesomorph,1,athletic
53,166,85,Mesomorph,1,athletic
26,199,96,Mesomorph,1,athletic
62,171,92,Mesomorph,1,athletic
63,172,87,Mesomorph,1,athletic
59,176,68,Mesomorph,1,athletic
49,176,71,Mesomorph,1,athletic
49,195,64,Mesomorph,1,athletic
23,180,87,Mesomorph,1,athletic
65,167,94,Mesomorph,1,athletic
55,164,64,Mesomorph,1,athletic
34,185,93,Mesomorph,1,athletic
27,175,93,Mesomorph,1,athletic
67,195,72,Mesomorph,1,athletic
44,187,98,Mesomorph,1,athletic
71,188,73,Mesomorph,1,athletic
67,171,70,Mesomorph,1,athletic
52,196,97,Mesomorph,1,athletic
69,189,63,Mesomorph,1,athletic
76,182,92,Mesomorph,1,athletic
38,175,66,Mesomorph,1,athletic
42,173,67,Mesomorph,1,athletic
45,169,96,Mesomorph,1,athletic
64,166,69,Mesomorph,1,athletic
32,196,74,Mesomorph,1,athletic
21,188,97,Mesomorph,1,athletic
46,162,74,Mesomorph,1,athletic
76,174,64,Mesomorph,1,athletic
26,195,88,Mesomorph,1,athletic
44,178,78,Mesomorph,1,athletic
43,172,69,Mesomorph,1,athletic
36,180,71,Mesomorph,1,athletic
73,196,63,Mesomorph,1,athletic
45,186,90,Mesomorph,1,athletic
34,188,77,Mesomorph,1,athletic
60,179,75,Mesomorph,1,athletic
74,184,99,Mesomorph,1,athletic
58,165,95,Mesomorph,1,athletic
59,195,84,Mesomorph,1,athletic
67,161,82,Mesomorph,1,athletic
37,181,71,Mesomorph,1,athletic
62,191,93,Mesomorph,1,athletic
57,175,95,Mesomorph,1,athletic
56,177,96,Mesomorph,1,athletic
66,164,62,Mesomorph,1,athletic
70,195,68,Mesomorph,1,athletic
40,189,77,Mesomorph,1,athletic
64,178,94,Mesomorph,1,athletic
49,182,93,Mesomorph,1,athletic
69,193,73,Mesomorph,1,athletic
64,172,63,Mesomorph,1,athletic
50,188,88,Mesomorph,1,athletic
74,195,74,Mesomorph,1,athletic
63,181,87,Mesomorph,1,athletic
22,195,75,Mesomorph,1,athletic
60,168,71,Mesomorph,1,athletic
65,198,64,Mesomorph,1,athletic
51,178,93,Mesomorph,1,athletic
57,197,60,Mesomorph,1,athletic
28,165,98,Mesomorph,1,athletic
78,174,91,Mesomorph,1,athletic
67,179,85,Mesomorph,1,athletic
20,168,76,Mesomorph,1,athletic
79,191,86,Mesomorph,1,athletic
75,163,83,Mesomorph,1,athletic
50,177,94,Mesomorph,1,athletic
28,164,98,Mesomorph,1,athletic
33,179,85,Mesomorph,1,athletic
35,182,97,Mesomorph,1,athletic
47,170,82,Mesomorph,1,athletic
65,196,81,Mesomorph,1,athletic
72,181,63,Mesomorph,1,athletic
27,163,68,Mesomorph,1,athletic
35,188,63,Mesomorph,1,athletic
55,193,66,Mesomorph,1,athletic
36,172,82,Mesomorph,1,athletic
53,168,61,Mesomorph,1,athletic
76,190,83,Mesomorph,1,athletic
30,166,99,Mesomorph,1,athletic
73,163,90,Mesomorph,1,athletic
63,178,90,Mesomorph,1,athletic
20,189,99,Mesomorph,1,athletic
27,190,93,Mesomorph,1,athletic
55,194,83,Mesomorph,1,athletic
18,180,85,Mesomorph,1,athletic
72,190,75,Mesomorph,1,athletic
73,178,72,Mesomorph,1,athletic
44,190,74,Mesomorph,1,athletic
63,191,86,Mesomorph,1,athletic
25,161,63,Mesomorph,1,athletic
68,169,75,Mesomorph,1,athletic
63,161,89,Mesomorph,1,athletic
59,161,89,Mesomorph,1,athletic
34,183,95,Mesomorph,1,athletic
26,176,62,Mesomorph,1,athletic
78,191,81,Mesomorph,1,athletic
23,175,81,Mesomorph,1,athletic
60,175,71,Mesomorph,1,athletic
42,198,80,Mesomorph,1,athletic
56,190,63,Mesomorph,1,athletic
66,183,90,Mesomorph,1,athletic
77,160,90,Mesomorph,1,athletic
45,170,82,Mesomorph,1,athletic
50,180,79,Mesomorph,1,athletic
71,163,74,Mesomorph,1,athletic
54,166,82,Mesomorph,1,athletic
26,185,87,Mesomorph,1,athletic
35,171,75,Mesomorph,1,athletic
73,190,96,Mesomorph,1,athletic
76,176,80,Mesomorph,1,athletic
38,192,74,Mesomorph,1,athletic
19,170,76,Mesomorph,1,athletic
78,187,96,Mesomorph,1,athletic
75,191,72,Mesomorph,1,athletic
60,160,78,Mesomorph,1,athletic
76,187,89,Mesomorph,1,athletic
77,166,77,Mesomorph,1,athletic
55,161,73,Mesomorph,1,athletic
75,183,95,Mesomorph,1,athletic
57,163,95,Mesomorph,1,athletic
53,178,79,Mesomorph,1,athletic
67,185,78,Mesomorph,1,athletic
77,170,66,Mesomorph,1,athletic
60,199,63,Mesomorph,1,athletic
54,170,93,Mesomorph,1,athletic
32,162,61,Mesomorph,1,athletic
45,171,64,Mesomorph,1,athletic
35,162,69,Mesomorph,1,athletic
51,186,91,Mesomorph,1,athletic
39,161,72,Mesomorph,1,athletic
28,175,98,Mesomorph,1,athletic
75,161,64,Mesomorph,1,athletic
74,189,69,Mesomorph,1,athletic
30,179,69,Mesomorph,1,athletic
21,197,97,Mesomorph,1,athletic
39,187,86,Mesomorph,1,athletic
24,184,80,Mesomorph,1,athletic
78,191,67,Mesomorph,1,athletic
60,169,60,Mesomorph,1,athletic
71,199,87,Mesomorph,1,athletic
41,192,98,Mesomorph,1,athletic
21,172,73,Mesomorph,1,athletic
45,196,80,Mesomorph,1,athletic
32,175,89,Mesomorph,1,athletic
18,181,80,Mesomorph,1,athletic
72,179,68,Mesomorph,1,athletic
20,186,76,Mesomorph,1,athletic
31,175,64,Mesomorph,1,athletic
55,193,90,Mesomorph,1,athletic
67,191,99,Mesomorph,1,athletic
74,185,97,Mesomorph,1,athletic
18,184,78,Mesomorph,1,athletic
55,161,95,Mesomorph,1,athletic
55,171,92,Mesomorph,1,athletic
38,199,72,Mesomorph,1,athletic
65,168,73,Mesomorph,1,athletic
46,171,92,Mesomorph,1,athletic
22,185,88,Mesomorph,1,athletic
66,168,95,Mesomorph,1,athletic
27,169,69,Mesomorph,1,athletic
45,191,90,Mesomorph,1,athletic
38,193,65,Mesomorph,1,athletic
67,179,60,Mesomorph,1,athletic
24,198,66,Mesomorph,1,athletic
20,161,86,Mesomorph,1,athletic
62,160,80,Mesomorph,1,athletic
64,195,87,Mesomorph,1,athletic
37,183,75,Mesomorph,1,athletic
36,186,82,Mesomorph,1,athletic
52,161,79,Mesomorph,1,athletic
21,190,97,Mesomorph,1,athletic
22,173,84,Mesomorph,1,athletic
18,161,87,Mesomorph,1,athletic
21,188,64,Mesomorph,1,athletic
29,174,80,Mesomorph,1,athletic
77,171,77,Mesomorph,1,athletic
44,196,65,Mesomorph,1,athletic
73,187,88,Mesomorph,1,athletic
59,179,78,Mesomorph,1,athletic
40,198,92,Mesomorph,1,athletic
42,183,60,Mesomorph,1,athletic
38,180,62,Mesomorph,1,athletic
78,169,80,Mesomorph,1,athletic
75,173,94,Mesomorph,1,athletic
69,196,99,Mesomorph,1,athletic
41,177,62,Mesomorph,1,athletic
42,183,84,Mesomorph,1,athletic
62,173,97,Mesomorph,1,athletic
72,193,79,Mesomorph,1,athletic
63,171,93,Mesomorph,1,athletic
49,181,80,Mesomorph,1,athletic
72,165,82,Mesomorph,1,athletic
49,195,65,Mesomorph,1,athletic
22,195,72,Mesomorph,1,athletic
53,181,82,Mesomorph,1,athletic
63,173,68,Mesomorph,1,athletic
59,175,76,Mesomorph,1,athletic
66,195,61,Mesomorph,1,athletic
59,184,78,Mesomorph,1,athletic
75,191,78,Mesomorph,1,athletic
56,192,66,Mesomorph,1,athletic
33,195,79,Mesomorph,1,athletic
50,179,68,Mesomorph,1,athletic
66,177,76,Mesomorph,1,athletic
38,197,86,Mesomorph,1,athletic
78,162,61,Mesomorph,1,athletic
26,182,95,Mesomorph,1,athletic
23,191,78,Mesomorph,1,athletic
68,175,76,Mesomorph,1,athletic
62,164,64,Mesomorph,1,athletic
52,163,98,Mesomorph,1,athletic
56,180,77,Mesomorph,1,athletic
39,199,66,Mesomorph,1,athletic
58,173,76,Mesomorph,1,athletic
71,198,98,Mesomorph,1,athletic
22,190,95,Mesomorph,1,athletic
59,173,99,Mesomorph,1,athletic
40,165,63,Mesomorph,1,athletic
34,171,97,Mesomorph,1,athletic
29,175,84,Mesomorph,1,athletic
40,176,64,Mesomorph,1,athletic
33,182,89,Mesomorph,1,athletic
20,173,71,Mesomorph,1,athletic
47,166,63,Mesomorph,1,athletic
74,191,83,Mesomorph,1,athletic
39,174,88,Mesomorph,1,athletic
26,176,68,Mesomorph,1,athletic
46,193,63,Mesomorph,1,athletic
64,164,83,Mesomorph,1,athletic
54,186,73,Mesomorph,1,athletic
40,182,64,Mesomorph,1,athletic
30,199,77,Mesomorph,1,athletic
49,173,78,Mesomorph,1,athletic
63,174,71,Mesomorph,1,athletic
69,192,77,Mesomorph,1,athletic
64,190,76,Mesomorph,1,athletic
65,194,89,Mesomorph,1,athletic
40,176,83,Mesomorph,1,athletic
62,187,70,Mesomorph,1,athletic
34,178,94,Mesomorph,1,athletic
72,182,82,Mesomorph,1,athletic
57,191,76,Mesomorph,1,athletic
38,199,60,Mesomorph,1,athletic
19,172,74,Mesomorph,1,athletic
54,179,91,Mesomorph,1,athletic
23,194,68,Mesomorph,1,athletic
61,164,74,Mesomorph,1,athletic
35,168,87,Mesomorph,1,athletic
47,188,83,Mesomorph,1,athletic
39,165,94,Mesomorph,1,athletic
71,184,81,Mesomorph,1,athletic
50,190,86,Mesomorph,1,athletic
47,181,78,Mesomorph,1,athletic
34,161,71,Mesomorph,1,athletic
79,164,79,Mesomorph,1,athletic
60,186,60,Mesomorph,1,athletic
49,184,80,Mesomorph,1,athletic
59,167,60,Mesomorph,1,athletic
68,160,69,Mesomorph,1,athletic
31,179,91,Mesomorph,1,athletic
75,182,98,Mesomorph,1,athletic
27,191,81,Mesomorph,1,athletic
64,170,77,Mesomorph,1,athletic
77,198,91,Mesomorph,1,athletic
68,183,86,Mesomorph,1,athletic
53,170,87,Mesomorph,1,athletic
51,188,77,Mesomorph,1,athletic
26,185,98,Mesomorph,1,athletic
59,175,88,Mesomorph,1,athletic
45,194,77,Mesomorph,1,athletic
28,179,67,Mesomorph,1,athletic
31,162,90,Mesomorph,1,athletic
56,160,93,Mesomorph,1,athletic
72,160,66,Mesomorph,1,athletic
64,176,95,Mesomorph,1,athletic
71,161,77,Mesomorph,1,athletic
36,188,97,Mesomorph,1,athletic
71,179,68,Mesomorph,1,athletic
32,165,68,Mesomorph,1,athletic
79,167,67,Mesomorph,1,athletic
45,188,94,Mesomorph,1,athletic
41,192,77,Mesomorph,1,athletic
25,162,64,Mesomorph,1,athletic
60,194,73,Mesomorph,1,athletic
78,164,87,Mesomorph,1,athletic
26,186,89,Mesomorph,1,athletic
64,171,63,Mesomorph,1,athletic
50,179,98,Mesomorph,1,athletic
79,179,79,Mesomorph,1,athletic
50,168,84,Mesomorph,1,athletic
36,198,87,Mesomorph,1,athletic
20,163,71,Mesomorph,1,athletic
27,178,61,Mesomorph,1,athletic
57,197,73,Mesomorph,1,athletic
64,186,81,Mesomorph,1,athletic
59,172,90,Mesomorph,1,athletic
18,172,82,Mesomorph,1,athletic
46,181,79,Mesomorph,1,athletic
67,187,97,Mesomorph,1,athletic
51,181,63,Mesomorph,1,athletic
68,178,74,Mesomorph,1,athletic
30,167,83,Mesomorph,1,athletic
71,167,84,Mesomorph,1,athletic
18,185,60,Mesomorph,1,athletic
51,185,66,Mesomorph,1,athletic
46,182,90,Mesomorph,1,athletic
65,172,71,Mesomorph,1,athletic
64,187,64,Mesomorph,1,athletic
30,168,97,Mesomorph,1,athletic
65,179,71,Mesomorph,1,athletic
66,178,98,Mesomorph,1,athletic
70,198,77,Mesomorph,1,athletic
78,171,61,Mesomorph,1,athletic
46,174,69,Mesomorph,1,athletic
56,190,74,Mesomorph,1,athletic
41,173,89,Mesomorph,1,athletic
43,170,76,Mesomorph,1,athletic
34,185,63,Mesomorph,1,athletic
24,186,66,Mesomorph,1,athletic
30,170,90,Mesomorph,1,athletic
22,197,98,Mesomorph,1,athletic
43,193,93,Mesomorph,1,athletic
66,178,65,Mesomorph,1,athletic
20,165,97,Mesomorph,1,athletic
24,197,93,Mesomorph,1,athletic
75,187,74,Mesomorph,1,athletic
66,160,73,Mesomorph,1,athletic
56,194,65,Mesomorph,1,athletic
70,199,96,Mesomorph,1,athletic
18,167,91,Mesomorph,1,athletic
66,166,62,Mesomorph,1,athletic
79,170,62,Mesomorph,1,athletic
34,198,81,Mesomorph,1,athletic
60,163,81,Mesomorph,1,athletic
42,184,69,Mesomorph,1,athletic
76,171,62,Mesomorph,1,athletic
78,185,71,Mesomorph,1,athletic
20,197,88,Mesomorph,1,athletic
32,171,76,Mesomorph,1,athletic
46,196,66,Mesomorph,1,athletic
70,183,72,Mesomorph,1,athletic
60,175,61,Mesomorph,1,athletic
49,172,63,Mesomorph,1,athletic
43,184,69,Mesomorph,1,athletic
77,163,98,Mesomorph,1,athletic
33,170,83,Mesomorph,1,athletic
42,191,76,Mesomorph,1,athletic
71,166,65,Mesomorph,1,athletic
45,170,78,Mesomorph,1,athletic
26,187,64,Mesomorph,1,athletic
73,182,91,Mesomorph,1,athletic
73,182,69,Mesomorph,1,athletic
18,187,68,Mesomorph,1,athletic
46,185,86,Mesomorph,1,athletic
74,184,72,Mesomorph,1,athletic
39,188,78,Mesomorph,1,athletic
33,178,80,Mesomorph,1,athletic
58,192,83,Mesomorph,1,athletic
68,195,97,Mesomorph,1,athletic
61,173,63,Mesomorph,1,athletic
68,173,83,Mesomorph,1,athletic
71,194,94,Mesomorph,1,athletic
58,189,62,Mesomorph,1,athletic
24,187,63,Mesomorph,1,athletic
31,176,96,Mesomorph,1,athletic
46,162,99,Mesomorph,1,athletic
36,175,94,Mesomorph,1,athletic
36,189,90,Mesomorph,1,athletic
19,188,84,Mesomorph,1,athletic
58,174,99,Mesomorph,1,athletic
62,184,72,Mesomorph,1,athletic
32,197,63,Mesomorph,1,athletic
20,197,73,Mesomorph,1,athletic
28,182,72,Mesomorph,1,athletic
70,184,86,Mesomorph,1,athletic
63,166,65,Mesomorph,1,athletic
47,181,76,Mesomorph,1,athletic
74,176,95,Mesomorph,1,athletic
57,177,99,Mesomorph,1,athletic
35,169,94,Mesomorph,1,athletic
68,169,76,Mesomorph,1,athletic
65,166,61,Mesomorph,1,athletic
19,197,72,Mesomorph,1,athletic
49,186,61,Mesomorph,1,athletic
25,192,87,Mesomorph,1,athletic
39,160,85,Mesomorph,1,athletic
23,193,81,Mesomorph,1,athletic
29,163,62,Mesomorph,1,athletic
64,176,94,Mesomorph,1,athletic
74,163,71,Mesomorph,1,athletic
57,185,83,Mesomorph,1,athletic
53,163,64,Mesomorph,1,athletic
32,160,79,Mesomorph,1,athletic
45,166,98,Mesomorph,1,athletic
69,189,98,Mesomorph,1,athletic
74,168,72,Mesomorph,1,athletic
66,194,71,Mesomorph,1,athletic
62,167,72,Mesomorph,1,athletic
35,183,69,Mesomorph,1,athletic
19,178,92,Mesomorph,1,athletic
30,195,99,Mesomorph,1,athletic
62,186,75,Mesomorph,1,athletic
71,191,94,Mesomorph,1,athletic
32,173,62,Mesomorph,1,athletic
37,177,64,Mesomorph,1,athletic
46,187,85,Mesomorph,1,athletic
76,188,70,Mesomorph,1,athletic
59,175,66,Mesomorph,1,athletic
46,194,69,Mesomorph,1,athletic
20,190,93,Mesomorph,1,athletic
36,163,62,Mesomorph,1,athletic
20,196,67,Mesomorph,1,athletic
71,176,90,Mesomorph,1,athletic
31,198,70,Mesomorph,1,athletic
57,185,66,Mesomorph,1,athletic
76,198,61,Mesomorph,1,athletic
72,163,65,Mesomorph,1,athletic
79,189,91,Mesomorph,1,athletic
21,189,79,Mesomorph,1,athletic
76,181,93,Mesomorph,1,athletic
77,170,75,Mesomorph,1,athletic
69,161,84,Mesomorph,1,athletic
28,171,71,Mesomorph,1,athletic
75,189,66,Mesomorph,1,athletic
48,195,98,Mesomorph,1,athletic
60,177,76,Mesomorph,1,athletic
49,185,70,Mesomorph,1,athletic
44,166,65,Mesomorph,1,athletic
47,160,82,Mesomorph,1,athletic
60,185,86,Mesomorph,1,athletic
19,182,65,Mesomorph,1,athletic
79,185,97,Mesomorph,1,athletic
66,165,61,Mesomorph,1,athletic
26,165,81,Mesomorph,1,athletic
45,167,79,Mesomorph,1,athletic
48,183,84,Mesomorph,1,athletic
77,181,74,Mesomorph,1,athletic
51,178,88,Mesomorph,1,athletic
78,196,67,Mesomorph,1,athletic
73,177,96,Mesomorph,1,athletic
32,190,92,Mesomorph,1,athletic
65,196,81,Mesomorph,1,athletic
42,189,64,Mesomorph,1,athletic
53,192,98,Mesomorph,1,athletic
25,169,77,Mesomorph,1,athletic
26,196,97,Mesomorph,1,athletic
75,171,96,Mesomorph,1,athletic
75,189,89,Mesomorph,1,athletic
54,186,90,Mesomorph,1,athletic
65,198,69,Mesomorph,1,athletic
62,168,74,Mesomorph,1,athletic
79,180,77,Mesomorph,1,athletic
56,171,82,Mesomorph,1,athletic
49,188,92,Mesomorph,1,athletic
75,192,75,Mesomorph,1,athletic
69,174,97,Mesomorph,1,athletic
34,161,94,Mesomorph,1,athletic
52,198,93,Mesomorph,1,athletic
54,177,87,Mesomorph,1,athletic
36,162,61,Mesomorph,1,athletic
61,166,89,Mesomorph,1,athletic
46,177,72,Mesomorph,1,athletic
76,197,75,Mesomorph,1,athletic
24,196,64,Mesomorph,1,athletic
45,192,87,Mesomorph,1,athletic
26,190,98,Mesomorph,1,athletic
45,170,79,Mesomorph,1,athletic
23,163,83,Mesomorph,1,athletic
46,177,86,Mesomorph,1,athletic
75,163,89,Mesomorph,1,athletic
34,193,86,Mesomorph,1,athletic
33,188,85,Mesomorph,1,athletic
40,183,66,Mesomorph,1,athletic
48,181,97,Mesomorph,1,athletic
20,161,64,Mesomorph,1,athletic
38,165,82,Mesomorph,1,athletic
43,184,87,Mesomorph,1,athletic
53,180,93,Mesomorph,1,athletic
